"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.523983196E0,1.498221040E0,1.680735946E0,-3.675751925E0,4.310532660E0
5.528981936E0,1.492789030E0,1.619624972E0,-4.109520912E0,4.662592226E0
5.533980705E0,1.492789030E0,1.619624972E0,-4.109520912E0,4.662592226E0
5.538979011E0,1.492789030E0,1.619624972E0,-4.109520912E0,4.662592226E0
5.543977320E0,1.492789030E0,1.619624972E0,-4.109520912E0,4.662592226E0
5.548975936E0,1.491969943E0,1.538277984E0,-4.606748104E0,5.080787494E0
5.553974551E0,1.491969943E0,1.538277984E0,-4.606748104E0,5.080787494E0
5.558972819E0,1.491969943E0,1.538277984E0,-4.606748104E0,5.080787494E0
5.563971090E0,1.491969943E0,1.538277984E0,-4.606748104E0,5.080787494E0
5.568969090E0,1.577353001E0,1.439277053E0,-5.002908230E0,5.439545172E0
5.573967089E0,1.577353001E0,1.439277053E0,-5.002908230E0,5.439545172E0
5.578965604E0,1.577353001E0,1.439277053E0,-5.002908230E0,5.439545172E0
5.583964103E0,1.577353001E0,1.439277053E0,-5.002908230E0,5.439545172E0
5.588963295E0,1.548967004E0,1.329831004E0,-5.304160118E0,5.683472868E0
5.593962488E0,1.548967004E0,1.329831004E0,-5.304160118E0,5.683472868E0
5.598960928E0,1.548967004E0,1.329831004E0,-5.304160118E0,5.683472868E0
5.603959391E0,1.548967004E0,1.329831004E0,-5.304160118E0,5.683472868E0
5.608958507E0,1.417283058E0,1.188907027E0,-5.444738865E0,5.750423679E0
5.613957622E0,1.417283058E0,1.188907027E0,-5.444738865E0,5.750423679E0
5.618957154E0,1.417283058E0,1.188907027E0,-5.444738865E0,5.750423679E0
5.623956693E0,1.417283058E0,1.188907027E0,-5.444738865E0,5.750423679E0
5.628955423E0,1.270252943E0,1.030848026E0,-5.269265175E0,5.517367640E0
5.633954156E0,1.270252943E0,1.030848026E0,-5.269265175E0,5.517367640E0
5.638951901E0,1.270252943E0,1.030848026E0,-5.269265175E0,5.517367640E0
5.643949632E0,1.270252943E0,1.030848026E0,-5.269265175E0,5.517367640E0
5.648947940E0,1.188109994E0,8.366760015E-1,-5.005615234E0,5.212275507E0
5.653946247E0,1.188109994E0,8.366760015E-1,-5.005615234E0,5.212275507E0
5.658944727E0,1.188109994E0,8.366760015E-1,-5.005615234E0,5.212275507E0
5.663943190E0,1.188109994E0,8.366760015E-1,-5.005615234E0,5.212275507E0
5.668942535E0,1.154119968E0,6.083970070E-1,-4.503655910E0,4.688822494E0
5.673941882E0,1.154119968E0,6.083970070E-1,-4.503655910E0,4.688822494E0
5.678940048E0,1.154119968E0,6.083970070E-1,-4.503655910E0,4.688822494E0
5.683938203E0,1.154119968E0,6.083970070E-1,-4.503655910E0,4.688822494E0
5.688936243E0,1.087684035E0,3.775179982E-1,-3.842567921E0,4.011346984E0
5.693934280E0,1.087684035E0,3.775179982E-1,-3.842567921E0,4.011346984E0
5.698932218E0,1.087684035E0,3.775179982E-1,-3.842567921E0,4.011346984E0
5.703930179E0,1.087684035E0,3.775179982E-1,-3.842567921E0,4.011346984E0
5.708928641E0,1.205585957E0,1.872060001E-1,-3.059119940E0,3.293432615E0
5.713927102E0,1.205585957E0,1.872060001E-1,-3.059119940E0,3.293432615E0
5.718925250E0,1.205585957E0,1.872060001E-1,-3.059119940E0,3.293432615E0
5.723923405E0,1.205585957E0,1.872060001E-1,-3.059119940E0,3.293432615E0
5.728921849E0,1.477046967E0,6.297600269E-2,-2.185962915E0,2.638951986E0
5.733920310E0,1.477046967E0,6.297600269E-2,-2.185962915E0,2.638951986E0
5.738918905E0,1.477046967E0,6.297600269E-2,-2.185962915E0,2.638951986E0
5.743917520E0,1.477046967E0,6.297600269E-2,-2.185962915E0,2.638951986E0
5.748915981E0,1.820726037E0,2.876600064E-2,-1.419785023E0,2.309038825E0
5.753914444E0,1.820726037E0,2.876600064E-2,-1.419785023E0,2.309038825E0
5.758912464E0,1.820726037E0,2.876600064E-2,-1.419785023E0,2.309038825E0
5.763910463E0,1.820726037E0,2.876600064E-2,-1.419785023E0,2.309038825E0
5.768908925E0,2.018779993E0,2.301349938E-1,-8.241279721E-1,2.192628945E0
5.773907386E0,2.018779993E0,2.301349938E-1,-8.241279721E-1,2.192628945E0
5.778905578E0,2.018779993E0,2.301349938E-1,-8.241279721E-1,2.192628945E0
5.783903771E0,2.018779993E0,2.301349938E-1,-8.241279721E-1,2.192628945E0
5.788901887E0,2.081090927E0,4.574150145E-1,-4.021070004E-1,2.168376808E0
5.793900002E0,2.081090927E0,4.574150145E-1,-4.021070004E-1,2.168376808E0
5.798899411E0,2.081090927E0,4.574150145E-1,-4.021070004E-1,2.168376808E0
5.803898834E0,2.081090927E0,4.574150145E-1,-4.021070004E-1,2.168376808E0
5.808898217E0,1.995676994E0,6.883019805E-1,4.528999794E-3,2.111044006E0
5.813897602E0,1.995676994E0,6.883019805E-1,4.528999794E-3,2.111044006E0
5.818896223E0,1.995676994E0,6.883019805E-1,4.528999794E-3,2.111044006E0
5.823894838E0,1.995676994E0,6.883019805E-1,4.528999794E-3,2.111044006E0
5.828893454E0,1.852594972E0,8.572760224E-1,8.075910211E-1,2.195275282E0
5.833892069E0,1.852594972E0,8.572760224E-1,8.075910211E-1,2.195275282E0
5.838891006E0,1.852594972E0,8.572760224E-1,8.075910211E-1,2.195275282E0
5.843889929E0,1.852594972E0,8.572760224E-1,8.075910211E-1,2.195275282E0
5.848888852E0,1.745591044E0,9.430540204E-1,1.825767994E0,2.696269228E0
5.853887775E0,1.745591044E0,9.430540204E-1,1.825767994E0,2.696269228E0
5.858886203E0,1.745591044E0,9.430540204E-1,1.825767994E0,2.696269228E0
5.863884626E0,1.745591044E0,9.430540204E-1,1.825767994E0,2.696269228E0
5.868882665E0,1.699159980E0,9.669029713E-1,2.621932983E0,3.270562423E0
5.873880704E0,1.699159980E0,9.669029713E-1,2.621932983E0,3.270562423E0
5.878879306E0,1.699159980E0,9.669029713E-1,2.621932983E0,3.270562423E0
5.883877921E0,1.699159980E0,9.669029713E-1,2.621932983E0,3.270562423E0
5.888875727E0,1.659554958E0,9.514350295E-1,3.215358019E0,3.741373874E0
5.893873536E0,1.659554958E0,9.514350295E-1,3.215358019E0,3.741373874E0
5.898872777E0,1.659554958E0,9.514350295E-1,3.215358019E0,3.741373874E0
5.903872008E0,1.659554958E0,9.514350295E-1,3.215358019E0,3.741373874E0
5.908870353E0,1.565762997E0,9.373329878E-1,3.570969105E0,4.010240297E0
5.913868700E0,1.565762997E0,9.373329878E-1,3.570969105E0,4.010240297E0
5.918867763E0,1.565762997E0,9.373329878E-1,3.570969105E0,4.010240297E0
5.923866840E0,1.565762997E0,9.373329878E-1,3.570969105E0,4.010240297E0
5.928865587E0,1.436663032E0,9.563109875E-1,3.521352053E0,3.921536899E0
5.933864358E0,1.436663032E0,9.563109875E-1,3.521352053E0,3.921536899E0
5.938863094E0,1.436663032E0,9.563109875E-1,3.521352053E0,3.921536899E0
5.943861863E0,1.436663032E0,9.563109875E-1,3.521352053E0,3.921536899E0
5.948860594E0,1.267542005E0,1.002199054E0,3.233860970E0,3.615096464E0
5.953859325E0,1.267542005E0,1.002199054E0,3.233860970E0,3.615096464E0
5.958857055E0,1.267542005E0,1.002199054E0,3.233860970E0,3.615096464E0
5.963854786E0,1.267542005E0,1.002199054E0,3.233860970E0,3.615096464E0
5.968853710E0,1.065507054E0,1.085361958E0,2.827991009E0,3.211051075E0
5.973852633E0,1.065507054E0,1.085361958E0,2.827991009E0,3.211051075E0
5.978851358E0,1.065507054E0,1.085361958E0,2.827991009E0,3.211051075E0
5.983850089E0,1.065507054E0,1.085361958E0,2.827991009E0,3.211051075E0
5.988849667E0,8.402879834E-1,1.190932989E0,2.511404991E0,2.903714915E0
5.993849242E0,8.402879834E-1,1.190932989E0,2.511404991E0,2.903714915E0
5.998847986E0,8.402879834E-1,1.190932989E0,2.511404991E0,2.903714915E0
6.003846719E0,8.402879834E-1,1.190932989E0,2.511404991E0,2.903714915E0
6.008845950E0,4.402619898E-1,1.278818965E0,2.333498955E0,2.697114372E0
6.013845181E0,4.402619898E-1,1.278818965E0,2.333498955E0,2.697114372E0
6.018842876E0,4.402619898E-1,1.278818965E0,2.333498955E0,2.697114372E0
6.023840569E0,4.402619898E-1,1.278818965E0,2.333498955E0,2.697114372E0
6.028839224E0,-7.274200022E-2,1.338824034E0,2.418663025E0,2.765442464E0
6.033837877E0,-7.274200022E-2,1.338824034E0,2.418663025E0,2.765442464E0
6.038835728E0,-7.274200022E-2,1.338824034E0,2.418663025E0,2.765442464E0
6.043833575E0,-7.274200022E-2,1.338824034E0,2.418663025E0,2.765442464E0
6.048832922E0,-4.954499900E-1,1.371013999E0,2.550360918E0,2.937599512E0
6.053832267E0,-4.954499900E-1,1.371013999E0,2.550360918E0,2.937599512E0
6.058830160E0,-4.954499900E-1,1.371013999E0,2.550360918E0,2.937599512E0
6.063828045E0,-4.954499900E-1,1.371013999E0,2.550360918E0,2.937599512E0
6.068825738E0,-7.998390198E-1,1.369060993E0,2.709992886E0,3.139766218E0
6.073823431E0,-7.998390198E-1,1.369060993E0,2.709992886E0,3.139766218E0
6.078821392E0,-7.998390198E-1,1.369060993E0,2.709992886E0,3.139766218E0
6.083819353E0,-7.998390198E-1,1.369060993E0,2.709992886E0,3.139766218E0
6.088818276E0,-9.755929708E-1,1.348003030E0,2.866960049E0,3.314868585E0
6.093817199E0,-9.755929708E-1,1.348003030E0,2.866960049E0,3.314868585E0
6.098815233E0,-9.755929708E-1,1.348003030E0,2.866960049E0,3.314868585E0
6.103813272E0,-9.755929708E-1,1.348003030E0,2.866960049E0,3.314868585E0
6.108811889E0,-1.027291059E0,1.320152998E0,2.983689070E0,3.420603941E0
6.113810504E0,-1.027291059E0,1.320152998E0,2.983689070E0,3.420603941E0
6.118809569E0,-1.027291059E0,1.320152998E0,2.983689070E0,3.420603941E0
6.123808646E0,-1.027291059E0,1.320152998E0,2.983689070E0,3.420603941E0
6.128807054E0,-9.922260046E-1,1.286901951E0,3.018049002E0,3.427717732E0
6.133805479E0,-9.922260046E-1,1.286901951E0,3.018049002E0,3.427717732E0
6.138804744E0,-9.922260046E-1,1.286901951E0,3.018049002E0,3.427717732E0
6.143804013E0,-9.922260046E-1,1.286901951E0,3.018049002E0,3.427717732E0
6.148802742E0,-9.241960049E-1,1.247210026E0,2.953614950E0,3.336691831E0
6.153801475E0,-9.241960049E-1,1.247210026E0,2.953614950E0,3.336691831E0
6.158800258E0,-9.241960049E-1,1.247210026E0,2.953614950E0,3.336691831E0
6.163799065E0,-9.241960049E-1,1.247210026E0,2.953614950E0,3.336691831E0
6.168796910E0,-8.710640073E-1,1.183541059E0,2.800087929E0,3.162279930E0
6.173794757E0,-8.710640073E-1,1.183541059E0,2.800087929E0,3.162279930E0
6.178793364E0,-8.710640073E-1,1.183541059E0,2.800087929E0,3.162279930E0
6.183791979E0,-8.710640073E-1,1.183541059E0,2.800087929E0,3.162279930E0
6.188791325E0,-8.519549966E-1,1.109290004E0,2.611057043E0,2.962088876E0
6.193790672E0,-8.519549966E-1,1.109290004E0,2.611057043E0,2.962088876E0
6.198789333E0,-8.519549966E-1,1.109290004E0,2.611057043E0,2.962088876E0
6.203787988E0,-8.519549966E-1,1.109290004E0,2.611057043E0,2.962088876E0
6.208787027E0,-8.476589918E-1,1.021823049E0,2.424345016E0,2.764072515E0
6.213786064E0,-8.476589918E-1,1.021823049E0,2.424345016E0,2.764072515E0
6.218783948E0,-8.476589918E-1,1.021823049E0,2.424345016E0,2.764072515E0
6.223781833E0,-8.476589918E-1,1.021823049E0,2.424345016E0,2.764072515E0
6.228780873E0,-8.515430093E-1,9.140999913E-1,2.270252943E0,2.591283990E0
6.233779910E0,-8.515430093E-1,9.140999913E-1,2.270252943E0,2.591283990E0
6.238778539E0,-8.515430093E-1,9.140999913E-1,2.270252943E0,2.591283990E0
6.243777156E0,-8.515430093E-1,9.140999913E-1,2.270252943E0,2.591283990E0
6.248775309E0,-8.748819828E-1,7.848340273E-1,2.168611050E0,2.466628634E0
6.253773464E0,-8.748819828E-1,7.848340273E-1,2.168611050E0,2.466628634E0
6.258772686E0,-8.748819828E-1,7.848340273E-1,2.168611050E0,2.466628634E0
6.263771915E0,-8.748819828E-1,7.848340273E-1,2.168611050E0,2.466628634E0
6.268770877E0,-9.307720065E-1,6.295490265E-1,2.093851089E0,2.376316664E0
6.273769840E0,-9.307720065E-1,6.295490265E-1,2.093851089E0,2.376316664E0
6.278768729E0,-9.307720065E-1,6.295490265E-1,2.093851089E0,2.376316664E0
6.283767614E0,-9.307720065E-1,6.295490265E-1,2.093851089E0,2.376316664E0
6.288766537E0,-1.134145021E0,4.491400123E-1,2.040976048E0,2.377728939E0
6.293765460E0,-1.134145021E0,4.491400123E-1,2.040976048E0,2.377728939E0
6.298763786E0,-1.134145021E0,4.491400123E-1,2.040976048E0,2.377728939E0
6.303762133E0,-1.134145021E0,4.491400123E-1,2.040976048E0,2.377728939E0
6.308759940E0,-1.270071983E0,2.629530132E-1,1.996430993E0,2.380748588E0
6.313757749E0,-1.270071983E0,2.629530132E-1,1.996430993E0,2.380748588E0
6.318756421E0,-1.270071983E0,2.629530132E-1,1.996430993E0,2.380748588E0
6.323755074E0,-1.270071983E0,2.629530132E-1,1.996430993E0,2.380748588E0
6.328752727E0,-1.303920984E0,8.822499961E-2,1.884284019E0,2.293146277E0
6.333750382E0,-1.303920984E0,8.822499961E-2,1.884284019E0,2.293146277E0
6.338748060E0,-1.303920984E0,8.822499961E-2,1.884284019E0,2.293146277E0
6.343745753E0,-1.303920984E0,8.822499961E-2,1.884284019E0,2.293146277E0
6.348743906E0,-1.249755979E0,-4.872800037E-2,1.375288963E0,1.858947056E0
6.353742061E0,-1.249755979E0,-4.872800037E-2,1.375288963E0,1.858947056E0
6.358740392E0,-1.249755979E0,-4.872800037E-2,1.375288963E0,1.858947056E0
6.363738739E0,-1.249755979E0,-4.872800037E-2,1.375288963E0,1.858947056E0
6.368736737E0,-1.145450950E0,-1.287540048E-1,9.249989986E-1,1.477923753E0
6.373734738E0,-1.145450950E0,-1.287540048E-1,9.249989986E-1,1.477923753E0
6.378732705E0,-1.145450950E0,-1.287540048E-1,9.249989986E-1,1.477923753E0
6.383730666E0,-1.145450950E0,-1.287540048E-1,9.249989986E-1,1.477923753E0
6.388728975E0,-1.036524057E0,-1.814679950E-1,5.515080094E-1,1.188054645E0
6.393727282E0,-1.036524057E0,-1.814679950E-1,5.515080094E-1,1.188054645E0
6.398725312E0,-1.036524057E0,-1.814679950E-1,5.515080094E-1,1.188054645E0
6.403723313E0,-1.036524057E0,-1.814679950E-1,5.515080094E-1,1.188054645E0
6.408721930E0,-9.071440101E-1,-2.149219960E-1,2.500280142E-1,9.652024281E-1
6.413720545E0,-9.071440101E-1,-2.149219960E-1,2.500280142E-1,9.652024281E-1
6.418718569E0,-9.071440101E-1,-2.149219960E-1,2.500280142E-1,9.652024281E-1
6.423716608E0,-9.071440101E-1,-2.149219960E-1,2.500280142E-1,9.652024281E-1
6.428715325E0,-7.284600139E-1,-2.228530049E-1,-1.923269928E-1,7.856889497E-1
6.433714056E0,-7.284600139E-1,-2.228530049E-1,-1.923269928E-1,7.856889497E-1
6.438712516E0,-7.284600139E-1,-2.228530049E-1,-1.923269928E-1,7.856889497E-1
6.443710979E0,-7.284600139E-1,-2.228530049E-1,-1.923269928E-1,7.856889497E-1
6.448709791E0,-5.328270197E-1,-1.908019930E-1,-7.424960136E-1,9.336007518E-1
6.453708560E0,-5.328270197E-1,-1.908019930E-1,-7.424960136E-1,9.336007518E-1
6.458706727E0,-5.328270197E-1,-1.908019930E-1,-7.424960136E-1,9.336007518E-1
6.463704882E0,-5.328270197E-1,-1.908019930E-1,-7.424960136E-1,9.336007518E-1
6.468704576E0,-4.032759964E-1,-1.092009991E-1,-1.212931037E0,1.282871033E0
6.473704267E0,-4.032759964E-1,-1.092009991E-1,-1.212931037E0,1.282871033E0
6.478703377E0,-4.032759964E-1,-1.092009991E-1,-1.212931037E0,1.282871033E0
6.483702492E0,-4.032759964E-1,-1.092009991E-1,-1.212931037E0,1.282871033E0
6.488701724E0,-3.699310124E-1,6.941000000E-3,-1.638965011E0,1.680209343E0
6.493700955E0,-3.699310124E-1,6.941000000E-3,-1.638965011E0,1.680209343E0
6.498699222E0,-3.699310124E-1,6.941000000E-3,-1.638965011E0,1.680209343E0
6.503697493E0,-3.699310124E-1,6.941000000E-3,-1.638965011E0,1.680209343E0
6.508695839E0,-3.833000064E-1,1.529490054E-1,-1.983330965E0,2.025811938E0
6.513694186E0,-3.833000064E-1,1.529490054E-1,-1.983330965E0,2.025811938E0
6.518692338E0,-3.833000064E-1,1.529490054E-1,-1.983330965E0,2.025811938E0
6.523690493E0,-3.833000064E-1,1.529490054E-1,-1.983330965E0,2.025811938E0
6.528688792E0,-3.530189991E-1,3.124859929E-1,-2.206613064E0,2.256415547E0
6.533687099E0,-3.530189991E-1,3.124859929E-1,-2.206613064E0,2.256415547E0
6.538685847E0,-3.530189991E-1,3.124859929E-1,-2.206613064E0,2.256415547E0
6.543684578E0,-3.530189991E-1,3.124859929E-1,-2.206613064E0,2.256415547E0
6.548683193E0,-2.512879968E-1,4.514690042E-1,-2.316277027E0,2.373206520E0
6.553681810E0,-2.512879968E-1,4.514690042E-1,-2.316277027E0,2.373206520E0
6.558680623E0,-2.512879968E-1,4.514690042E-1,-2.316277027E0,2.373206520E0
6.563679430E0,-2.512879968E-1,4.514690042E-1,-2.316277027E0,2.373206520E0
6.568677545E0,-1.405169964E-1,5.695359707E-1,-2.375952005E0,2.447297322E0
6.573675660E0,-1.405169964E-1,5.695359707E-1,-2.375952005E0,2.447297322E0
6.578674335E0,-1.405169964E-1,5.695359707E-1,-2.375952005E0,2.447297322E0
6.583672988E0,-1.405169964E-1,5.695359707E-1,-2.375952005E0,2.447297322E0
6.588670949E0,-7.831300050E-2,6.638770103E-1,-2.427459002E0,2.517821045E0
6.593668912E0,-7.831300050E-2,6.638770103E-1,-2.427459002E0,2.517821045E0
6.598667426E0,-7.831300050E-2,6.638770103E-1,-2.427459002E0,2.517821045E0
6.603665925E0,-7.831300050E-2,6.638770103E-1,-2.427459002E0,2.517821045E0
6.608664810E0,-7.459100336E-2,7.196840048E-1,-2.445636034E0,2.550420455E0
6.613663695E0,-7.459100336E-2,7.196840048E-1,-2.445636034E0,2.550420455E0
6.618662786E0,-7.459100336E-2,7.196840048E-1,-2.445636034E0,2.550420455E0
6.623661863E0,-7.459100336E-2,7.196840048E-1,-2.445636034E0,2.550420455E0
6.628660670E0,-7.535000145E-2,7.250620127E-1,-2.372482061E0,2.481947557E0
6.633659479E0,-7.535000145E-2,7.250620127E-1,-2.372482061E0,2.481947557E0
6.638657483E0,-7.535000145E-2,7.250620127E-1,-2.372482061E0,2.481947557E0
6.643655484E0,-7.535000145E-2,7.250620127E-1,-2.372482061E0,2.481947557E0
6.648653792E0,-3.096099943E-2,6.720190048E-1,-2.038289070E0,2.146436689E0
6.653652099E0,-3.096099943E-2,6.720190048E-1,-2.038289070E0,2.146436689E0
6.658650815E0,-3.096099943E-2,6.720190048E-1,-2.038289070E0,2.146436689E0
6.663649546E0,-3.096099943E-2,6.720190048E-1,-2.038289070E0,2.146436689E0
6.668648776E0,5.912699923E-2,5.636680126E-1,-1.696354985E0,1.788529526E0
6.673648007E0,5.912699923E-2,5.636680126E-1,-1.696354985E0,1.788529526E0
6.678646800E0,5.912699923E-2,5.636680126E-1,-1.696354985E0,1.788529526E0
6.683645609E0,5.912699923E-2,5.636680126E-1,-1.696354985E0,1.788529526E0
6.688643570E0,1.309950054E-1,4.360029995E-1,-1.361894011E0,1.435971311E0
6.693641531E0,1.309950054E-1,4.360029995E-1,-1.361894011E0,1.435971311E0
6.698640201E0,1.309950054E-1,4.360029995E-1,-1.361894011E0,1.435971311E0
6.703638854E0,1.309950054E-1,4.360029995E-1,-1.361894011E0,1.435971311E0
6.708637469E0,1.377940029E-1,2.908670008E-1,-1.041524053E0,1.090120705E0
6.713636084E0,1.377940029E-1,2.908670008E-1,-1.041524053E0,1.090120705E0
6.718635272E0,1.377940029E-1,2.908670008E-1,-1.041524053E0,1.090120705E0
6.723634465E0,1.377940029E-1,2.908670008E-1,-1.041524053E0,1.090120705E0
6.728633983E0,1.098880023E-1,1.352549940E-1,-7.489169836E-1,7.689251815E-1
6.733633522E0,1.098880023E-1,1.352549940E-1,-7.489169836E-1,7.689251815E-1
6.738631813E0,1.098880023E-1,1.352549940E-1,-7.489169836E-1,7.689251815E-1
6.743630122E0,1.098880023E-1,1.352549940E-1,-7.489169836E-1,7.689251815E-1
6.748628622E0,1.117620021E-1,-1.133800019E-2,-5.043249726E-1,5.166845976E-1
6.753627121E0,1.117620021E-1,-1.133800019E-2,-5.043249726E-1,5.166845976E-1
6.758625890E0,1.117620021E-1,-1.133800019E-2,-5.043249726E-1,5.166845976E-1
6.763624661E0,1.117620021E-1,-1.133800019E-2,-5.043249726E-1,5.166845976E-1
6.768623429E0,1.693120003E-1,-1.137640029E-1,-3.175500035E-1,3.774212587E-1
6.773622198E0,1.693120003E-1,-1.137640029E-1,-3.175500035E-1,3.774212587E-1
6.778621560E0,1.693120003E-1,-1.137640029E-1,-3.175500035E-1,3.774212587E-1
6.783620905E0,1.693120003E-1,-1.137640029E-1,-3.175500035E-1,3.774212587E-1
6.788619057E0,2.678900063E-1,-1.614190042E-1,-2.402240038E-1,3.943713002E-1
6.793617212E0,2.678900063E-1,-1.614190042E-1,-2.402240038E-1,3.943713002E-1
6.798614881E0,2.678900063E-1,-1.614190042E-1,-2.402240038E-1,3.943713002E-1
6.803612574E0,2.678900063E-1,-1.614190042E-1,-2.402240038E-1,3.943713002E-1
6.808611383E0,3.543440104E-1,-1.716610044E-1,-2.588610053E-1,4.712071712E-1
6.813610190E0,3.543440104E-1,-1.716610044E-1,-2.588610053E-1,4.712071712E-1
6.818608155E0,3.543440104E-1,-1.716610044E-1,-2.588610053E-1,4.712071712E-1
6.823606118E0,3.543440104E-1,-1.716610044E-1,-2.588610053E-1,4.712071712E-1
6.828604156E0,3.888860047E-1,-1.716589928E-1,-3.059909940E-1,5.237648545E-1
6.833602195E0,3.888860047E-1,-1.716589928E-1,-3.059909940E-1,5.237648545E-1
6.838600598E0,3.888860047E-1,-1.716589928E-1,-3.059909940E-1,5.237648545E-1
6.843599021E0,3.888860047E-1,-1.716589928E-1,-3.059909940E-1,5.237648545E-1
6.848597790E0,3.561410010E-1,-1.781000048E-1,-2.978079915E-1,4.972379954E-1
6.853596559E0,3.561410010E-1,-1.781000048E-1,-2.978079915E-1,4.972379954E-1
6.858594713E0,3.561410010E-1,-1.781000048E-1,-2.978079915E-1,4.972379954E-1
6.863592906E0,3.561410010E-1,-1.781000048E-1,-2.978079915E-1,4.972379954E-1
6.868591330E0,2.776300013E-1,-1.940660030E-1,-5.240499973E-2,3.427627680E-1
6.873589753E0,2.776300013E-1,-1.940660030E-1,-5.240499973E-2,3.427627680E-1
6.878588175E0,2.776300013E-1,-1.940660030E-1,-5.240499973E-2,3.427627680E-1
6.883586638E0,2.776300013E-1,-1.940660030E-1,-5.240499973E-2,3.427627680E-1
6.888584983E0,1.738239974E-1,-2.126280069E-1,1.950819939E-1,3.368715419E-1
6.893583330E0,1.738239974E-1,-2.126280069E-1,1.950819939E-1,3.368715419E-1
6.898582065E0,1.738239974E-1,-2.126280069E-1,1.950819939E-1,3.368715419E-1
6.903580796E0,1.738239974E-1,-2.126280069E-1,1.950819939E-1,3.368715419E-1
6.908578333E0,3.198900074E-2,-1.985210031E-1,3.638080060E-1,4.156803461E-1
6.913575872E0,3.198900074E-2,-1.985210031E-1,3.638080060E-1,4.156803461E-1
6.918573402E0,3.198900074E-2,-1.985210031E-1,3.638080060E-1,4.156803461E-1
6.923570941E0,3.198900074E-2,-1.985210031E-1,3.638080060E-1,4.156803461E-1
6.928569147E0,-1.595260054E-1,-1.200679988E-1,2.403060049E-1,3.124289467E-1
6.933567340E0,-1.595260054E-1,-1.200679988E-1,2.403060049E-1,3.124289467E-1
6.938565622E0,-1.595260054E-1,-1.200679988E-1,2.403060049E-1,3.124289467E-1
6.943563891E0,-1.595260054E-1,-1.200679988E-1,2.403060049E-1,3.124289467E-1
6.948562352E0,-3.770239949E-1,-1.429000054E-3,-8.205600083E-2,3.858527207E-1
6.953560815E0,-3.770239949E-1,-1.429000054E-3,-8.205600083E-2,3.858527207E-1
6.958559896E0,-3.770239949E-1,-1.429000054E-3,-8.205600083E-2,3.858527207E-1
6.963558973E0,-3.770239949E-1,-1.429000054E-3,-8.205600083E-2,3.858527207E-1
6.968556818E0,-5.656840205E-1,1.198550016E-1,-3.728869855E-1,6.880467546E-1
6.973554665E0,-5.656840205E-1,1.198550016E-1,-3.728869855E-1,6.880467546E-1
6.978552512E0,-5.656840205E-1,1.198550016E-1,-3.728869855E-1,6.880467546E-1
6.983550359E0,-5.656840205E-1,1.198550016E-1,-3.728869855E-1,6.880467546E-1
6.988549744E0,-6.585190296E-1,2.005030066E-1,-5.892149806E-1,9.061032289E-1
6.993549127E0,-6.585190296E-1,2.005030066E-1,-5.892149806E-1,9.061032289E-1
6.998547478E0,-6.585190296E-1,2.005030066E-1,-5.892149806E-1,9.061032289E-1
7.003545825E0,-6.585190296E-1,2.005030066E-1,-5.892149806E-1,9.061032289E-1
7.008544094E0,-4.718660116E-1,2.392430007E-1,-6.892129779E-1,8.688551520E-1
7.013542363E0,-4.718660116E-1,2.392430007E-1,-6.892129779E-1,8.688551520E-1
7.018541339E0,-4.718660116E-1,2.392430007E-1,-6.892129779E-1,8.688551520E-1
7.023540300E0,-4.718660116E-1,2.392430007E-1,-6.892129779E-1,8.688551520E-1
7.028538722E0,-1.193299964E-1,2.516790032E-1,-6.858220100E-1,7.402255049E-1
7.033537147E0,-1.193299964E-1,2.516790032E-1,-6.858220100E-1,7.402255049E-1
7.038535801E0,-1.193299964E-1,2.516790032E-1,-6.858220100E-1,7.402255049E-1
7.043534454E0,-1.193299964E-1,2.516790032E-1,-6.858220100E-1,7.402255049E-1
7.048532723E0,1.594520062E-1,2.499070019E-1,-6.332759857E-1,6.992259477E-1
7.053530992E0,1.594520062E-1,2.499070019E-1,-6.332759857E-1,6.992259477E-1
7.058528839E0,1.594520062E-1,2.499070019E-1,-6.332759857E-1,6.992259477E-1
7.063526686E0,1.594520062E-1,2.499070019E-1,-6.332759857E-1,6.992259477E-1
7.068524575E0,3.069880009E-1,2.310020030E-1,-5.677649975E-1,6.855367608E-1
7.073522460E0,3.069880009E-1,2.310020030E-1,-5.677649975E-1,6.855367608E-1
7.078520651E0,3.069880009E-1,2.310020030E-1,-5.677649975E-1,6.855367608E-1
7.083518806E0,3.069880009E-1,2.310020030E-1,-5.677649975E-1,6.855367608E-1
7.088517267E0,3.182570040E-1,2.012860030E-1,-5.083299875E-1,6.326159592E-1
7.093515728E0,3.182570040E-1,2.012860030E-1,-5.083299875E-1,6.326159592E-1
7.098514305E0,3.182570040E-1,2.012860030E-1,-5.083299875E-1,6.326159592E-1
7.103512882E0,3.182570040E-1,2.012860030E-1,-5.083299875E-1,6.326159592E-1
7.108511228E0,2.364919931E-1,1.722809970E-1,-4.440740049E-1,5.317997053E-1
7.113509575E0,2.364919931E-1,1.722809970E-1,-4.440740049E-1,5.317997053E-1
7.118508300E0,2.364919931E-1,1.722809970E-1,-4.440740049E-1,5.317997053E-1
7.123507031E0,2.364919931E-1,1.722809970E-1,-4.440740049E-1,5.317997053E-1
