"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.405126002E1,7.241079807E-1,8.573199809E-2,2.014250040E0,2.142168426E0
1.405625893E1,7.241079807E-1,8.573199809E-2,2.014250040E0,2.142168426E0
1.406125785E1,7.241079807E-1,8.573199809E-2,2.014250040E0,2.142168426E0
1.406625631E1,7.822980285E-1,1.327199936E-1,2.180339098E0,2.320233476E0
1.407125478E1,7.822980285E-1,1.327199936E-1,2.180339098E0,2.320233476E0
1.407625338E1,7.822980285E-1,1.327199936E-1,2.180339098E0,2.320233476E0
1.408125199E1,7.822980285E-1,1.327199936E-1,2.180339098E0,2.320233476E0
1.408625042E1,8.646600246E-1,2.215220034E-1,1.867550015E0,2.069891789E0
1.409124884E1,8.646600246E-1,2.215220034E-1,1.867550015E0,2.069891789E0
1.409624699E1,8.646600246E-1,2.215220034E-1,1.867550015E0,2.069891789E0
1.410124515E1,8.646600246E-1,2.215220034E-1,1.867550015E0,2.069891789E0
1.410624222E1,9.888070226E-1,3.278869987E-1,1.412227988E0,1.754889484E0
1.411123930E1,9.888070226E-1,3.278869987E-1,1.412227988E0,1.754889484E0
1.411623729E1,9.888070226E-1,3.278869987E-1,1.412227988E0,1.754889484E0
1.412123529E1,9.888070226E-1,3.278869987E-1,1.412227988E0,1.754889484E0
1.412623379E1,1.253160954E0,4.376969934E-1,1.056149960E0,1.696302971E0
1.413123229E1,1.253160954E0,4.376969934E-1,1.056149960E0,1.696302971E0
1.413623056E1,1.253160954E0,4.376969934E-1,1.056149960E0,1.696302971E0
1.414122882E1,1.253160954E0,4.376969934E-1,1.056149960E0,1.696302971E0
1.414622683E1,1.445983052E0,4.962039888E-1,8.356890082E-1,1.742257588E0
1.415122482E1,1.445983052E0,4.962039888E-1,8.356890082E-1,1.742257588E0
1.415622303E1,1.445983052E0,4.962039888E-1,8.356890082E-1,1.742257588E0
1.416122122E1,1.445983052E0,4.962039888E-1,8.356890082E-1,1.742257588E0
1.416621995E1,1.549319029E0,4.682590067E-1,7.461090088E-1,1.782227428E0
1.417121868E1,1.549319029E0,4.682590067E-1,7.461090088E-1,1.782227428E0
1.417621751E1,1.549319029E0,4.682590067E-1,7.461090088E-1,1.782227428E0
1.418121632E1,1.549319029E0,4.682590067E-1,7.461090088E-1,1.782227428E0
1.418621478E1,1.519821048E0,3.624800146E-1,7.155929804E-1,1.718522939E0
1.419121324E1,1.519821048E0,3.624800146E-1,7.155929804E-1,1.718522939E0
1.419621078E1,1.519821048E0,3.624800146E-1,7.155929804E-1,1.718522939E0
1.420120832E1,1.519821048E0,3.624800146E-1,7.155929804E-1,1.718522939E0
1.420620659E1,1.241055012E0,2.264689952E-1,6.262919903E-1,1.408455681E0
1.421120486E1,1.241055012E0,2.264689952E-1,6.262919903E-1,1.408455681E0
1.421620255E1,1.241055012E0,2.264689952E-1,6.262919903E-1,1.408455681E0
1.422120024E1,1.241055012E0,2.264689952E-1,6.262919903E-1,1.408455681E0
1.422619886E1,7.660549879E-1,1.147409976E-1,1.570699960E-1,7.903649313E-1
1.423119747E1,7.660549879E-1,1.147409976E-1,1.570699960E-1,7.903649313E-1
1.423619578E1,7.660549879E-1,1.147409976E-1,1.570699960E-1,7.903649313E-1
1.424119409E1,7.660549879E-1,1.147409976E-1,1.570699960E-1,7.903649313E-1
1.424619194E1,1.740069985E-1,8.773600310E-2,-2.355870008E-1,3.057405383E-1
1.425118978E1,1.740069985E-1,8.773600310E-2,-2.355870008E-1,3.057405383E-1
1.425618825E1,1.740069985E-1,8.773600310E-2,-2.355870008E-1,3.057405383E-1
1.426118671E1,1.740069985E-1,8.773600310E-2,-2.355870008E-1,3.057405383E-1
1.426618532E1,-2.691650093E-1,1.511009932E-1,-5.010979772E-1,5.885409884E-1
1.427118394E1,-2.691650093E-1,1.511009932E-1,-5.010979772E-1,5.885409884E-1
1.427618240E1,-2.691650093E-1,1.511009932E-1,-5.010979772E-1,5.885409884E-1
1.428118087E1,-2.691650093E-1,1.511009932E-1,-5.010979772E-1,5.885409884E-1
1.428617937E1,-3.647939861E-1,2.689320147E-1,-4.572519958E-1,6.438000221E-1
1.429117787E1,-3.647939861E-1,2.689320147E-1,-4.572519958E-1,6.438000221E-1
1.429617555E1,-3.647939861E-1,2.689320147E-1,-4.572519958E-1,6.438000221E-1
1.430117325E1,-3.647939861E-1,2.689320147E-1,-4.572519958E-1,6.438000221E-1
1.430617171E1,-2.081640065E-1,4.087210000E-1,-3.934830129E-1,6.043293728E-1
1.431117018E1,-2.081640065E-1,4.087210000E-1,-3.934830129E-1,6.043293728E-1
1.431616834E1,-2.081640065E-1,4.087210000E-1,-3.934830129E-1,6.043293728E-1
1.432116649E1,-2.081640065E-1,4.087210000E-1,-3.934830129E-1,6.043293728E-1
1.432616434E1,-4.548599944E-2,5.423600078E-1,-3.495120108E-1,6.468245511E-1
1.433116218E1,-4.548599944E-2,5.423600078E-1,-3.495120108E-1,6.468245511E-1
1.433616090E1,-4.548599944E-2,5.423600078E-1,-3.495120108E-1,6.468245511E-1
1.434115963E1,-4.548599944E-2,5.423600078E-1,-3.495120108E-1,6.468245511E-1
1.434615766E1,1.194889992E-1,6.512719989E-1,-3.688839972E-1,7.579632187E-1
1.435115570E1,1.194889992E-1,6.512719989E-1,-3.688839972E-1,7.579632187E-1
1.435615401E1,1.194889992E-1,6.512719989E-1,-3.688839972E-1,7.579632187E-1
1.436115232E1,1.194889992E-1,6.512719989E-1,-3.688839972E-1,7.579632187E-1
1.436615090E1,2.492559999E-1,7.233309746E-1,-4.196049869E-1,8.725850086E-1
1.437114947E1,2.492559999E-1,7.233309746E-1,-4.196049869E-1,8.725850086E-1
1.437614752E1,2.492559999E-1,7.233309746E-1,-4.196049869E-1,8.725850086E-1
1.438114556E1,2.492559999E-1,7.233309746E-1,-4.196049869E-1,8.725850086E-1
1.438614460E1,3.333939910E-1,7.372249961E-1,-4.388589859E-1,9.204615460E-1
1.439114364E1,3.333939910E-1,7.372249961E-1,-4.388589859E-1,9.204615460E-1
1.439614214E1,3.333939910E-1,7.372249961E-1,-4.388589859E-1,9.204615460E-1
1.440114064E1,3.333939910E-1,7.372249961E-1,-4.388589859E-1,9.204615460E-1
1.440613937E1,3.387370110E-1,6.890050173E-1,-3.741250038E-1,8.540727106E-1
1.441113810E1,3.387370110E-1,6.890050173E-1,-3.741250038E-1,8.540727106E-1
1.441613642E1,3.387370110E-1,6.890050173E-1,-3.741250038E-1,8.540727106E-1
1.442113473E1,3.387370110E-1,6.890050173E-1,-3.741250038E-1,8.540727106E-1
1.442613350E1,1.172180027E-1,5.954189897E-1,-2.417449951E-1,6.532262059E-1
1.443113227E1,1.172180027E-1,5.954189897E-1,-2.417449951E-1,6.532262059E-1
1.443613104E1,1.172180027E-1,5.954189897E-1,-2.417449951E-1,6.532262059E-1
1.444112980E1,1.172180027E-1,5.954189897E-1,-2.417449951E-1,6.532262059E-1
1.444612800E1,-1.105490029E-1,4.988560081E-1,-8.948100358E-2,5.187342757E-1
1.445112619E1,-1.105490029E-1,4.988560081E-1,-8.948100358E-2,5.187342757E-1
1.445612522E1,-1.105490029E-1,4.988560081E-1,-8.948100358E-2,5.187342757E-1
1.446112425E1,-1.105490029E-1,4.988560081E-1,-8.948100358E-2,5.187342757E-1
1.446612210E1,-3.474729955E-1,4.297620058E-1,4.175499827E-2,5.542349178E-1
1.447111994E1,-3.474729955E-1,4.297620058E-1,4.175499827E-2,5.542349178E-1
1.447611748E1,-3.474729955E-1,4.297620058E-1,4.175499827E-2,5.542349178E-1
1.448111502E1,-3.474729955E-1,4.297620058E-1,4.175499827E-2,5.542349178E-1
1.448611275E1,-5.594800115E-1,3.960739970E-1,1.280360073E-1,6.973418914E-1
1.449111048E1,-5.594800115E-1,3.960739970E-1,1.280360073E-1,6.973418914E-1
1.449610906E1,-5.594800115E-1,3.960739970E-1,1.280360073E-1,6.973418914E-1
1.450110763E1,-5.594800115E-1,3.960739970E-1,1.280360073E-1,6.973418914E-1
1.450610655E1,-7.169470191E-1,3.966349959E-1,1.678850055E-1,8.363717614E-1
1.451110548E1,-7.169470191E-1,3.966349959E-1,1.678850055E-1,8.363717614E-1
1.451610333E1,-7.169470191E-1,3.966349959E-1,1.678850055E-1,8.363717614E-1
1.452110118E1,-7.169470191E-1,3.966349959E-1,1.678850055E-1,8.363717614E-1
1.452609918E1,-7.817310095E-1,4.214259982E-1,1.684969962E-1,9.039327856E-1
1.453109718E1,-7.817310095E-1,4.214259982E-1,1.684969962E-1,9.039327856E-1
1.453609625E1,-7.817310095E-1,4.214259982E-1,1.684969962E-1,9.039327856E-1
1.454109533E1,-7.817310095E-1,4.214259982E-1,1.684969962E-1,9.039327856E-1
1.454609364E1,-7.505329847E-1,4.597750008E-1,1.343230009E-1,8.903569403E-1
1.455109195E1,-7.505329847E-1,4.597750008E-1,1.343230009E-1,8.903569403E-1
1.455609040E1,-7.505329847E-1,4.597750008E-1,1.343230009E-1,8.903569403E-1
1.456108886E1,-7.505329847E-1,4.597750008E-1,1.343230009E-1,8.903569403E-1
1.456608686E1,-6.741319895E-1,5.189899802E-1,6.825800240E-2,8.535008458E-1
1.457108486E1,-6.741319895E-1,5.189899802E-1,6.825800240E-2,8.535008458E-1
1.457608317E1,-6.741319895E-1,5.189899802E-1,6.825800240E-2,8.535008458E-1
1.458108147E1,-6.741319895E-1,5.189899802E-1,6.825800240E-2,8.535008458E-1
1.458607978E1,-5.908589959E-1,5.811859965E-1,-1.214700006E-2,8.288781969E-1
1.459107809E1,-5.908589959E-1,5.811859965E-1,-1.214700006E-2,8.288781969E-1
1.459607583E1,-5.908589959E-1,5.811859965E-1,-1.214700006E-2,8.288781969E-1
1.460107356E1,-5.908589959E-1,5.811859965E-1,-1.214700006E-2,8.288781969E-1
1.460607168E1,-5.036180019E-1,6.223440170E-1,-8.856599778E-2,8.054732170E-1
1.461106980E1,-5.036180019E-1,6.223440170E-1,-8.856599778E-2,8.054732170E-1
1.461606831E1,-5.036180019E-1,6.223440170E-1,-8.856599778E-2,8.054732170E-1
1.462106681E1,-5.036180019E-1,6.223440170E-1,-8.856599778E-2,8.054732170E-1
1.462606435E1,-4.255209863E-1,6.410570145E-1,-1.385100037E-1,7.817974333E-1
1.463106189E1,-4.255209863E-1,6.410570145E-1,-1.385100037E-1,7.817974333E-1
1.463606032E1,-4.255209863E-1,6.410570145E-1,-1.385100037E-1,7.817974333E-1
1.464105875E1,-4.255209863E-1,6.410570145E-1,-1.385100037E-1,7.817974333E-1
1.464605659E1,-3.865320086E-1,6.351929903E-1,-1.372710019E-1,7.561219853E-1
1.465105444E1,-3.865320086E-1,6.351929903E-1,-1.372710019E-1,7.561219853E-1
1.465605232E1,-3.865320086E-1,6.351929903E-1,-1.372710019E-1,7.561219853E-1
1.466105021E1,-3.865320086E-1,6.351929903E-1,-1.372710019E-1,7.561219853E-1
1.466604821E1,-3.793930113E-1,6.044200063E-1,-6.979700178E-2,7.170315352E-1
1.467104621E1,-3.793930113E-1,6.044200063E-1,-6.979700178E-2,7.170315352E-1
1.467604464E1,-3.793930113E-1,6.044200063E-1,-6.979700178E-2,7.170315352E-1
1.468104306E1,-3.793930113E-1,6.044200063E-1,-6.979700178E-2,7.170315352E-1
1.468604075E1,-4.169960022E-1,5.656690001E-1,3.297299892E-2,7.035298872E-1
1.469103844E1,-4.169960022E-1,5.656690001E-1,3.297299892E-2,7.035298872E-1
1.469603644E1,-4.169960022E-1,5.656690001E-1,3.297299892E-2,7.035298872E-1
1.470103444E1,-4.169960022E-1,5.656690001E-1,3.297299892E-2,7.035298872E-1
1.470603186E1,-4.777069986E-1,5.386059880E-1,1.228860021E-1,7.303433140E-1
1.471102929E1,-4.777069986E-1,5.386059880E-1,1.228860021E-1,7.303433140E-1
1.471602635E1,-4.777069986E-1,5.386059880E-1,1.228860021E-1,7.303433140E-1
1.472102339E1,-4.777069986E-1,5.386059880E-1,1.228860021E-1,7.303433140E-1
1.472602247E1,-5.097439885E-1,5.176960230E-1,1.940400004E-1,7.519970930E-1
1.473102154E1,-5.097439885E-1,5.176960230E-1,1.940400004E-1,7.519970930E-1
1.473602014E1,-5.097439885E-1,5.176960230E-1,1.940400004E-1,7.519970930E-1
1.474101876E1,-5.097439885E-1,5.176960230E-1,1.940400004E-1,7.519970930E-1
1.474601711E1,-4.885190129E-1,4.832560122E-1,2.607749999E-1,7.349767342E-1
1.475101545E1,-4.885190129E-1,4.832560122E-1,2.607749999E-1,7.349767342E-1
1.475601249E1,-4.885190129E-1,4.832560122E-1,2.607749999E-1,7.349767342E-1
1.476100953E1,-4.885190129E-1,4.832560122E-1,2.607749999E-1,7.349767342E-1
1.476600707E1,-4.106220007E-1,4.258860052E-1,3.496969938E-1,6.872243479E-1
1.477100461E1,-4.106220007E-1,4.258860052E-1,3.496969938E-1,6.872243479E-1
1.477600389E1,-4.106220007E-1,4.258860052E-1,3.496969938E-1,6.872243479E-1
1.478100316E1,-4.106220007E-1,4.258860052E-1,3.496969938E-1,6.872243479E-1
1.478600147E1,-2.880649865E-1,3.388429880E-1,4.820779860E-1,6.558926677E-1
1.479099978E1,-2.880649865E-1,3.388429880E-1,4.820779860E-1,6.558926677E-1
1.479599793E1,-2.880649865E-1,3.388429880E-1,4.820779860E-1,6.558926677E-1
1.480099609E1,-2.880649865E-1,3.388429880E-1,4.820779860E-1,6.558926677E-1
1.480599374E1,-1.384309977E-1,2.105800062E-1,6.618419886E-1,7.081962284E-1
1.481099139E1,-1.384309977E-1,2.105800062E-1,6.618419886E-1,7.081962284E-1
1.481598942E1,-1.384309977E-1,2.105800062E-1,6.618419886E-1,7.081962284E-1
1.482098745E1,-1.384309977E-1,2.105800062E-1,6.618419886E-1,7.081962284E-1
1.482598511E1,1.033599954E-2,4.423499852E-2,8.581669927E-1,8.593684630E-1
1.483098276E1,1.033599954E-2,4.423499852E-2,8.581669927E-1,8.593684630E-1
1.483598154E1,1.033599954E-2,4.423499852E-2,8.581669927E-1,8.593684630E-1
1.484098031E1,1.033599954E-2,4.423499852E-2,8.581669927E-1,8.593684630E-1
1.484597785E1,9.465300292E-2,-1.282899976E-1,1.017439961E0,1.029855130E0
1.485097539E1,9.465300292E-2,-1.282899976E-1,1.017439961E0,1.029855130E0
1.485597264E1,9.465300292E-2,-1.282899976E-1,1.017439961E0,1.029855130E0
1.486096991E1,9.465300292E-2,-1.282899976E-1,1.017439961E0,1.029855130E0
1.486596772E1,7.227300107E-2,-2.612150013E-1,1.078281045E0,1.111821333E0
1.487096552E1,7.227300107E-2,-2.612150013E-1,1.078281045E0,1.111821333E0
1.487596296E1,7.227300107E-2,-2.612150013E-1,1.078281045E0,1.111821333E0
1.488096038E1,7.227300107E-2,-2.612150013E-1,1.078281045E0,1.111821333E0
1.488595804E1,-2.128699981E-2,-3.309200108E-1,1.036996961E0,1.088725809E0
1.489095569E1,-2.128699981E-2,-3.309200108E-1,1.036996961E0,1.088725809E0
1.489595415E1,-2.128699981E-2,-3.309200108E-1,1.036996961E0,1.088725809E0
1.490095261E1,-2.128699981E-2,-3.309200108E-1,1.036996961E0,1.088725809E0
1.490595019E1,-1.495169997E-1,-3.263550103E-1,9.538469911E-1,1.019159952E0
1.491094777E1,-1.495169997E-1,-3.263550103E-1,9.538469911E-1,1.019159952E0
1.491594571E1,-1.495169997E-1,-3.263550103E-1,9.538469911E-1,1.019159952E0
1.492094368E1,-1.495169997E-1,-3.263550103E-1,9.538469911E-1,1.019159952E0
1.492594094E1,-2.346750051E-1,-2.639940083E-1,8.844940066E-1,9.524152677E-1
1.493093822E1,-2.346750051E-1,-2.639940083E-1,8.844940066E-1,9.524152677E-1
1.493593678E1,-2.346750051E-1,-2.639940083E-1,8.844940066E-1,9.524152677E-1
1.494093536E1,-2.346750051E-1,-2.639940083E-1,8.844940066E-1,9.524152677E-1
1.494593382E1,-5.026099831E-2,-1.692129970E-1,8.469690084E-1,8.651680227E-1
1.495093228E1,-5.026099831E-2,-1.692129970E-1,8.469690084E-1,8.651680227E-1
1.495593092E1,-5.026099831E-2,-1.692129970E-1,8.469690084E-1,8.651680227E-1
1.496092958E1,-5.026099831E-2,-1.692129970E-1,8.469690084E-1,8.651680227E-1
1.496592738E1,1.656669974E-1,-4.741200060E-2,8.534740210E-1,8.706959035E-1
1.497092519E1,1.656669974E-1,-4.741200060E-2,8.534740210E-1,8.706959035E-1
1.497592278E1,1.656669974E-1,-4.741200060E-2,8.534740210E-1,8.706959035E-1
1.498092036E1,1.656669974E-1,-4.741200060E-2,8.534740210E-1,8.706959035E-1
1.498591909E1,5.402079821E-1,8.802299947E-2,9.174219966E-1,1.068286400E0
1.499091782E1,5.402079821E-1,8.802299947E-2,9.174219966E-1,1.068286400E0
1.499591616E1,5.402079821E-1,8.802299947E-2,9.174219966E-1,1.068286400E0
1.500091451E1,5.402079821E-1,8.802299947E-2,9.174219966E-1,1.068286400E0
1.500591232E1,8.720390201E-1,1.979119927E-1,1.035529971E0,1.368189874E0
1.501091012E1,8.720390201E-1,1.979119927E-1,1.035529971E0,1.368189874E0
1.501590767E1,8.720390201E-1,1.979119927E-1,1.035529971E0,1.368189874E0
1.502090521E1,8.720390201E-1,1.979119927E-1,1.035529971E0,1.368189874E0
1.502590309E1,1.123816013E0,2.512040138E-1,1.163748980E0,1.637185871E0
1.503090097E1,1.123816013E0,2.512040138E-1,1.163748980E0,1.637185871E0
1.503589925E1,1.123816013E0,2.512040138E-1,1.163748980E0,1.637185871E0
1.504089756E1,1.123816013E0,2.512040138E-1,1.163748980E0,1.637185871E0
1.504589618E1,1.248054981E0,2.549979985E-1,1.226384997E0,1.768243585E0
1.505089479E1,1.248054981E0,2.549979985E-1,1.226384997E0,1.768243585E0
1.505589264E1,1.248054981E0,2.549979985E-1,1.226384997E0,1.768243585E0
1.506089048E1,1.248054981E0,2.549979985E-1,1.226384997E0,1.768243585E0
1.506588829E1,1.233351946E0,2.443670034E-1,1.044298053E0,1.634451186E0
1.507088610E1,1.233351946E0,2.443670034E-1,1.044298053E0,1.634451186E0
1.507588410E1,1.233351946E0,2.443670034E-1,1.044298053E0,1.634451186E0
1.508088210E1,1.233351946E0,2.443670034E-1,1.044298053E0,1.634451186E0
1.508588010E1,1.118731022E0,2.562949955E-1,8.419460058E-1,1.423418175E0
1.509087810E1,1.118731022E0,2.562949955E-1,8.419460058E-1,1.423418175E0
1.509587564E1,1.118731022E0,2.562949955E-1,8.419460058E-1,1.423418175E0
1.510087318E1,1.118731022E0,2.562949955E-1,8.419460058E-1,1.423418175E0
1.510587230E1,9.776759744E-1,3.079670072E-1,6.301879883E-1,1.203258446E0
1.511087142E1,9.776759744E-1,3.079670072E-1,6.301879883E-1,1.203258446E0
1.511587001E1,9.776759744E-1,3.079670072E-1,6.301879883E-1,1.203258446E0
1.512086858E1,9.776759744E-1,3.079670072E-1,6.301879883E-1,1.203258446E0
1.512586708E1,8.703799844E-1,3.730599880E-1,4.582079947E-1,1.051993174E0
1.513086558E1,8.703799844E-1,3.730599880E-1,4.582079947E-1,1.051993174E0
1.513586358E1,8.703799844E-1,3.730599880E-1,4.582079947E-1,1.051993174E0
1.514086157E1,8.703799844E-1,3.730599880E-1,4.582079947E-1,1.051993174E0
1.514586031E1,8.276590109E-1,4.092090130E-1,3.347690105E-1,9.821108619E-1
1.515085904E1,8.276590109E-1,4.092090130E-1,3.347690105E-1,9.821108619E-1
1.515585709E1,8.276590109E-1,4.092090130E-1,3.347690105E-1,9.821108619E-1
1.516085513E1,8.276590109E-1,4.092090130E-1,3.347690105E-1,9.821108619E-1
1.516585313E1,8.274509907E-1,3.915179968E-1,2.563380003E-1,9.506159341E-1
1.517085113E1,8.274509907E-1,3.915179968E-1,2.563380003E-1,9.506159341E-1
1.517584877E1,8.274509907E-1,3.915179968E-1,2.563380003E-1,9.506159341E-1
1.518084642E1,8.274509907E-1,3.915179968E-1,2.563380003E-1,9.506159341E-1
1.518584354E1,8.117259741E-1,3.230569959E-1,2.089309990E-1,8.982856127E-1
1.519084065E1,8.117259741E-1,3.230569959E-1,2.089309990E-1,8.982856127E-1
1.519583984E1,8.117259741E-1,3.230569959E-1,2.089309990E-1,8.982856127E-1
1.520083904E1,8.117259741E-1,3.230569959E-1,2.089309990E-1,8.982856127E-1
1.520583616E1,7.312219739E-1,2.362859994E-1,1.977850050E-1,7.934957825E-1
1.521083328E1,7.312219739E-1,2.362859994E-1,1.977850050E-1,7.934957825E-1
1.521583202E1,7.312219739E-1,2.362859994E-1,1.977850050E-1,7.934957825E-1
1.522083075E1,7.312219739E-1,2.362859994E-1,1.977850050E-1,7.934957825E-1
1.522582833E1,5.937650204E-1,1.593199968E-1,2.188190073E-1,6.525500125E-1
1.523082591E1,5.937650204E-1,1.593199968E-1,2.188190073E-1,6.525500125E-1
1.523582341E1,5.937650204E-1,1.593199968E-1,2.188190073E-1,6.525500125E-1
1.524082091E1,5.937650204E-1,1.593199968E-1,2.188190073E-1,6.525500125E-1
1.524581814E1,4.215939939E-1,1.127490029E-1,2.567009926E-1,5.063094241E-1
1.525081537E1,4.215939939E-1,1.127490029E-1,2.567009926E-1,5.063094241E-1
1.525581386E1,4.215939939E-1,1.127490029E-1,2.567009926E-1,5.063094241E-1
1.526081236E1,4.215939939E-1,1.127490029E-1,2.567009926E-1,5.063094241E-1
1.526581051E1,2.448389977E-1,9.333600104E-2,3.149380088E-1,4.096873116E-1
1.527080867E1,2.448389977E-1,9.333600104E-2,3.149380088E-1,4.096873116E-1
1.527580695E1,2.448389977E-1,9.333600104E-2,3.149380088E-1,4.096873116E-1
1.528080522E1,2.448389977E-1,9.333600104E-2,3.149380088E-1,4.096873116E-1
1.528580291E1,7.864800096E-2,1.005219966E-1,3.686819971E-1,3.901494519E-1
1.529080060E1,7.864800096E-2,1.005219966E-1,3.686819971E-1,3.901494519E-1
1.529579907E1,7.864800096E-2,1.005219966E-1,3.686819971E-1,3.901494519E-1
1.530079753E1,7.864800096E-2,1.005219966E-1,3.686819971E-1,3.901494519E-1
1.530579507E1,-8.197800070E-2,1.527490020E-1,3.764489889E-1,4.144472119E-1
1.531079261E1,-8.197800070E-2,1.527490020E-1,3.764489889E-1,4.144472119E-1
1.531579082E1,-8.197800070E-2,1.527490020E-1,3.764489889E-1,4.144472119E-1
1.532078901E1,-8.197800070E-2,1.527490020E-1,3.764489889E-1,4.144472119E-1
1.532578712E1,-2.322189957E-1,2.597639859E-1,3.128719926E-1,4.682861028E-1
1.533078524E1,-2.322189957E-1,2.597639859E-1,3.128719926E-1,4.682861028E-1
1.533578294E1,-2.322189957E-1,2.597639859E-1,3.128719926E-1,4.682861028E-1
1.534078063E1,-2.322189957E-1,2.597639859E-1,3.128719926E-1,4.682861028E-1
1.534577879E1,-3.157649934E-1,3.819450140E-1,1.817699969E-1,5.278540107E-1
1.535077694E1,-3.157649934E-1,3.819450140E-1,1.817699969E-1,5.278540107E-1
1.535577508E1,-3.157649934E-1,3.819450140E-1,1.817699969E-1,5.278540107E-1
1.536077324E1,-3.157649934E-1,3.819450140E-1,1.817699969E-1,5.278540107E-1
1.536577173E1,-3.064920008E-1,4.805319905E-1,5.214700103E-2,5.723352603E-1
1.537077024E1,-3.064920008E-1,4.805319905E-1,5.214700103E-2,5.723352603E-1
1.537576850E1,-3.064920008E-1,4.805319905E-1,5.214700103E-2,5.723352603E-1
1.538076677E1,-3.064920008E-1,4.805319905E-1,5.214700103E-2,5.723352603E-1
1.538576493E1,-2.250010073E-1,5.244169831E-1,-5.243999884E-3,5.706716438E-1
1.539076308E1,-2.250010073E-1,5.244169831E-1,-5.243999884E-3,5.706716438E-1
1.539576123E1,-2.250010073E-1,5.244169831E-1,-5.243999884E-3,5.706716438E-1
1.540075939E1,-2.250010073E-1,5.244169831E-1,-5.243999884E-3,5.706716438E-1
1.540575773E1,-8.839599788E-2,5.036879778E-1,1.779700071E-2,5.116953827E-1
1.541075608E1,-8.839599788E-2,5.036879778E-1,1.779700071E-2,5.116953827E-1
1.541575465E1,-8.839599788E-2,5.036879778E-1,1.779700071E-2,5.116953827E-1
1.542075323E1,-8.839599788E-2,5.036879778E-1,1.779700071E-2,5.116953827E-1
1.542575077E1,9.069000185E-2,4.364019930E-1,8.095800132E-2,4.530182932E-1
1.543074831E1,9.069000185E-2,4.364019930E-1,8.095800132E-2,4.530182932E-1
1.543574568E1,9.069000185E-2,4.364019930E-1,8.095800132E-2,4.530182932E-1
1.544074306E1,9.069000185E-2,4.364019930E-1,8.095800132E-2,4.530182932E-1
1.544574172E1,2.670199871E-1,3.207409978E-1,1.755180061E-1,4.527483094E-1
1.545074037E1,2.670199871E-1,3.207409978E-1,1.755180061E-1,4.527483094E-1
1.545573683E1,2.670199871E-1,3.207409978E-1,1.755180061E-1,4.527483094E-1
1.546073329E1,2.670199871E-1,3.207409978E-1,1.755180061E-1,4.527483094E-1
1.546573218E1,3.893240094E-1,1.729270071E-1,3.116129935E-1,5.278063961E-1
1.547073106E1,3.893240094E-1,1.729270071E-1,3.116129935E-1,5.278063961E-1
1.547572941E1,3.893240094E-1,1.729270071E-1,3.116129935E-1,5.278063961E-1
1.548072775E1,3.893240094E-1,1.729270071E-1,3.116129935E-1,5.278063961E-1
1.548572650E1,3.962939978E-1,2.583600022E-2,4.305770099E-1,5.857584767E-1
1.549072523E1,3.962939978E-1,2.583600022E-2,4.305770099E-1,5.857584767E-1
1.549572338E1,3.962939978E-1,2.583600022E-2,4.305770099E-1,5.857584767E-1
1.550072154E1,3.962939978E-1,2.583600022E-2,4.305770099E-1,5.857584767E-1
1.550571942E1,1.750490069E-1,-8.511199802E-2,4.580079913E-1,4.976520141E-1
1.551071731E1,1.750490069E-1,-8.511199802E-2,4.580079913E-1,4.976520141E-1
1.551571496E1,1.750490069E-1,-8.511199802E-2,4.580079913E-1,4.976520141E-1
1.552071261E1,1.750490069E-1,-8.511199802E-2,4.580079913E-1,4.976520141E-1
1.552571019E1,-1.990109980E-1,-1.365019977E-1,3.875069916E-1,4.565083146E-1
1.553070776E1,-1.990109980E-1,-1.365019977E-1,3.875069916E-1,4.565083146E-1
1.553570607E1,-1.990109980E-1,-1.365019977E-1,3.875069916E-1,4.565083146E-1
1.554070437E1,-1.990109980E-1,-1.365019977E-1,3.875069916E-1,4.565083146E-1
1.554570314E1,-4.777129889E-1,-1.346140057E-1,3.003869951E-1,5.801404805E-1
1.555070191E1,-4.777129889E-1,-1.346140057E-1,3.003869951E-1,5.801404805E-1
1.555569958E1,-4.777129889E-1,-1.346140057E-1,3.003869951E-1,5.801404805E-1
1.556069728E1,-4.777129889E-1,-1.346140057E-1,3.003869951E-1,5.801404805E-1
1.556569539E1,-6.202740073E-1,-9.671500325E-2,2.802920043E-1,6.875007227E-1
1.557069351E1,-6.202740073E-1,-9.671500325E-2,2.802920043E-1,6.875007227E-1
1.557569124E1,-6.202740073E-1,-9.671500325E-2,2.802920043E-1,6.875007227E-1
1.558068897E1,-6.202740073E-1,-9.671500325E-2,2.802920043E-1,6.875007227E-1
1.558568601E1,-6.348170042E-1,-5.171599984E-2,3.320490122E-1,7.182783026E-1
1.559068305E1,-6.348170042E-1,-5.171599984E-2,3.320490122E-1,7.182783026E-1
1.559568095E1,-6.348170042E-1,-5.171599984E-2,3.320490122E-1,7.182783026E-1
1.560067883E1,-6.348170042E-1,-5.171599984E-2,3.320490122E-1,7.182783026E-1
1.560567694E1,-5.465369821E-1,-1.147099957E-2,4.135029912E-1,6.854334252E-1
1.561067506E1,-5.465369821E-1,-1.147099957E-2,4.135029912E-1,6.854334252E-1
1.561567296E1,-5.465369821E-1,-1.147099957E-2,4.135029912E-1,6.854334252E-1
